#data from http://pds-geosciences.wustl.edu/phx/phx-m-ra-4-rdr-sci-v1/phxra_1001/data/
time(s);x_t(m);y_t(m);z_t(m);th_t(rad);Fr(N);Ft(N);Fz(N);R(N)
900552552.1;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552552.2;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552552.3;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552552.4;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552552.5;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552552.6;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552552.7;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552552.8;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552552.9;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552553;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552553.1;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552553.2;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552553.3;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552553.4;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552553.5;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552553.6;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552553.7;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552553.8;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552553.9;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552554;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552554.1;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552554.2;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552554.3;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552554.4;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552554.5;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552554.6;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552554.7;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552554.8;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552554.9;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552555;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552555.1;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552555.2;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552555.3;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552555.4;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552555.5;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552555.6;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552555.7;0.2468;1.5001;0.8778;2.2308;0;0;0;0
900552555.8;0.2468;1.5001;0.8778;2.2308;0;0;0;0
900552556.3;0.2468;1.5001;0.8778;2.2308;0;0;0;0
900552556.4;0.2468;1.5;0.8779;2.2319;0;0;0;0
900552556.5;0.2467;1.4992;0.8781;2.237;0;0;0;0
900552556.6;0.2463;1.4974;0.8781;2.2501;0;0;0;0
900552556.7;0.2459;1.4955;0.8779;2.2607;0;0;0;0
900552556.8;0.2454;1.4927;0.878;2.2711;-1.5266;0;20.621;20.6775
900552556.9;0.2448;1.4896;0.8785;2.2873;-5.6349;0;15.2592;16.2664
900552557;0.2441;1.486;0.8792;2.3065;0;0;0;0
900552557.1;0.2435;1.4833;0.8794;2.3205;0;0;0;0
900552557.2;0.2429;1.4797;0.8795;2.3387;0;0;0;0
900552557.3;0.2421;1.4759;0.8797;2.3607;-5.423;0;23.2995;23.9223
900552557.4;0.2417;1.474;0.8797;2.3731;-16.1898;0;16.092;22.8268
900552557.5;0.2411;1.4708;0.8801;2.3848;0;0;0;0
900552557.6;0.2403;1.4664;0.8804;2.4056;0;0;0;0
900552557.7;0.2397;1.4635;0.8803;2.425;-10.9217;0;17.9552;21.0161
900552557.8;0.2394;1.4618;0.8802;2.4381;0;0;0;0
900552557.9;0.2386;1.458;0.8803;2.4538;0;0;0;0
900552558;0.2378;1.4536;0.8804;2.4746;0;0;0;0
900552558.1;0.2372;1.4508;0.8801;2.4912;2.478;0;26.8621;26.9761
900552558.2;0.2369;1.4491;0.8798;2.5042;0;0;0;0
900552558.3;0.2363;1.4461;0.8793;2.5247;0;0;0;0
900552558.4;0.2353;1.4409;0.8793;2.5478;-4.1225;0;24.2838;24.6312
900552558.5;0.2347;1.4379;0.8793;2.5585;2.3953;0;15.439;15.6237
900552558.6;0.2342;1.4355;0.8793;2.5704;0;0;0;0
900552558.7;0.2337;1.4329;0.8787;2.5896;0;0;0;0
900552558.8;0.2331;1.4298;0.8779;2.611;0;0;0;0
900552558.9;0.2323;1.4258;0.8783;2.6297;0;0;0;0
900552559;0.2318;1.423;0.88;2.6367;0;0;0;0
900552559.1;0.2313;1.4206;0.8814;2.647;0;0;0;0
900552559.2;0.2307;1.4172;0.8816;2.668;0;0;0;0
900552559.3;0.23;1.4139;0.8814;2.6869;0;0;0;0
900552559.4;0.2292;1.4099;0.8813;2.7029;0;0;0;0
900552559.5;0.2288;1.4076;0.8815;2.713;0;0;0;0
900552559.6;0.2282;1.4047;0.8818;2.73;0;0;0;0
900552559.7;0.2275;1.4012;0.882;2.75;0;0;0;0
900552559.8;0.227;1.3986;0.882;2.7658;0;0;0;0
900552559.9;0.2266;1.3965;0.882;2.7785;0;0;0;0
900552560;0.2261;1.3937;0.8819;2.7954;0;0;0;0
900552560.1;0.2255;1.3909;0.8816;2.8131;0;0;0;0
900552560.2;0.2247;1.3866;0.8816;2.8312;0;0;0;0
900552560.3;0.224;1.3829;0.8817;2.8481;-16.1016;0;13.165;20.7985
900552560.4;0.2234;1.3801;0.8814;2.8649;-10.9593;0;10.2409;14.9994
900552560.5;0.223;1.3779;0.8813;2.8787;0;0;0;0
900552560.6;0.2225;1.3754;0.8809;2.8944;0;0;0;0
900552560.7;0.2219;1.3722;0.8805;2.9125;0;0;0;0
900552560.8;0.2212;1.3685;0.88;2.9303;-4.1689;0;27.624;27.9368
900552560.9;0.2205;1.3651;0.8798;2.946;0;0;0;0
900552561;0.22;1.3625;0.8794;2.9619;0;0;0;0
900552561.1;0.2195;1.3599;0.8789;2.9787;0;0;0;0
900552561.2;0.2188;1.3561;0.8784;2.9965;0;0;0;0
900552561.3;0.2182;1.3536;0.8778;3.0133;0;0;0;0
900552561.4;0.2181;1.3529;0.8776;3.0175;0;0;0;0
900552561.5;0.2181;1.3529;0.8776;3.0175;0;0;0;0
900552562;0.2181;1.3529;0.8776;3.0175;0;0;0;0
900552562.1;0.2181;1.3529;0.8776;3.0175;0;0;0;0
900552562.2;0.2181;1.3528;0.8778;3.0158;0;0;0;0
900552562.3;0.2178;1.3513;0.8782;3.0079;0;0;0;0
900552562.4;0.2169;1.3467;0.8784;3.0083;0;0;0;0
900552562.5;0.2153;1.3384;0.8789;3.0136;0;0;0;0
900552562.6;0.2135;1.3291;0.8794;3.0208;0;0;0;0
900552562.7;0.2123;1.3229;0.88;3.0215;0;0;0;0
900552562.8;0.2115;1.3188;0.8803;3.0196;-6.0939;0;15.3139;16.4819
900552562.9;0.2105;1.3139;0.8805;3.021;0;0;0;0
900552563;0.2095;1.309;0.8808;3.0226;0;0;0;0
900552563.1;0.2085;1.3037;0.8812;3.0217;0;0;0;0
900552563.2;0.2075;1.2985;0.8816;3.0207;-7.5774;0;19.4192;20.8452
900552563.3;0.2062;1.2921;0.8818;3.0216;0;0;0;0
900552563.4;0.2052;1.2866;0.8819;3.0226;0;0;0;0
900552563.5;0.2044;1.2828;0.8819;3.0231;0;0;0;0
900552563.6;0.2038;1.2794;0.8821;3.0205;0;0;0;0
900552563.7;0.2029;1.2749;0.8821;3.0198;0;0;0;0
900552563.8;0.2017;1.269;0.882;3.0221;0;0;0;0
900552563.9;0.2007;1.2635;0.8819;3.0231;0;0;0;0
900552564;0.1998;1.2588;0.8816;3.0225;-7.8722;0;27.1522;28.2704
900552564.1;0.1989;1.2544;0.8813;3.0217;-14.0253;0;22.1811;26.2433
900552564.2;0.198;1.2497;0.881;3.0211;0;0;0;0
900552564.3;0.197;1.2447;0.8806;3.0208;0;0;0;0
900552564.4;0.196;1.2398;0.8801;3.0213;-1.9907;0;32.2879;32.3492
900552564.5;0.195;1.2347;0.8797;3.0229;0;0;0;0
900552564.6;0.1941;1.23;0.8795;3.0232;0;0;0;0
900552564.7;0.1933;1.2259;0.8796;3.0203;-10.4575;0;25.3607;27.4321
900552564.8;0.1924;1.2212;0.8798;3.0206;-7.4419;0;10.063;12.5158
900552564.9;0.1915;1.2168;0.8798;3.0217;0;0;0;0
900552565;0.1904;1.2112;0.88;3.022;0;0;0;0
900552565.1;0.1893;1.2053;0.8801;3.0216;-2.9738;0;13.8742;14.1893
900552565.2;0.1883;1.2002;0.8802;3.0223;2.3176;0;18.1911;18.3381
900552565.3;0.1873;1.1952;0.8802;3.023;0;0;0;0
900552565.4;0.1863;1.1901;0.8803;3.0219;4.8532;0;20.4817;21.0489
900552565.5;0.1855;1.1858;0.8803;3.022;-2.1414;0;4.3065;4.8095
900552565.6;0.1846;1.1813;0.8802;3.023;0;0;0;0
900552565.7;0.1836;1.1761;0.8801;3.023;0;0;0;0
900552565.8;0.1826;1.1708;0.8801;3.023;-0.1019;0;14.8124;14.8127
900552565.9;0.1817;1.1663;0.88;3.0223;1.1523;0;15.9576;15.9991
900552566;0.1807;1.1612;0.8799;3.023;0;0;0;0
900552566.1;0.1797;1.1562;0.8797;3.0237;0;0;0;0
900552566.2;0.1787;1.1509;0.8795;3.0237;0;0;0;0
900552566.3;0.1777;1.1458;0.8794;3.0226;0;0;0;0
900552566.4;0.1765;1.14;0.8786;3.0239;0;0;0;0
900552566.5;0.1758;1.136;0.8778;3.0246;0;0;0;0
900552566.6;0.175;1.1322;0.8773;3.0232;0;0;0;0
900552566.7;0.1741;1.1277;0.8768;3.0216;0;0;0;0
900552566.8;0.1743;1.1282;0.8771;3.0174;0;0;0;0
900552566.9;0.1743;1.1285;0.8771;3.0163;0;0;0;0
900552567;0.1743;1.1285;0.8771;3.0163;0;0;0;0
900552567.1;0.1743;1.1285;0.8771;3.0163;0;0;0;0
900552567.6;0.1743;1.1285;0.8771;3.0163;0;0;0;0
900552567.7;0.1743;1.1284;0.8769;3.0173;0;0;0;0
900552567.8;0.1741;1.1276;0.8765;3.0235;0;0;0;0
900552567.9;0.1738;1.1257;0.8752;3.0387;0;0;0;0
900552568;0.1735;1.1244;0.8737;3.0516;0;0;0;0
900552568.1;0.1734;1.1239;0.8724;3.0592;0;0;0;0
900552568.2;0.1734;1.1239;0.8715;3.0683;0;0;0;0
900552568.3;0.1732;1.1231;0.8699;3.0883;0;0;0;0
900552568.4;0.173;1.1218;0.8686;3.1021;0;0;0;0
900552568.5;0.1727;1.1204;0.8669;3.1161;0;0;0;0
900552568.6;0.1724;1.1188;0.865;3.1321;0;0;0;0
900552568.7;0.1721;1.1172;0.8631;-3.1351;0;0;0;0
900552568.8;0.1718;1.1155;0.8615;-3.1199;0;0;0;0
900552568.9;0.1716;1.115;0.86;-3.1056;0;0;0;0
900552569;0.1716;1.1147;0.8584;-3.0907;0;0;0;0
900552569.1;0.1714;1.1139;0.8567;-3.0762;-6.096;0;4.6593;7.6727
900552569.2;0.1711;1.1122;0.8548;-3.06;0;0;0;0
900552569.3;0.1707;1.1101;0.8525;-3.0397;0;0;0;0
900552569.4;0.1704;1.1086;0.8507;-3.0245;-0.1211;0;32.5616;32.5619
900552569.5;0.1702;1.1074;0.8492;-3.0124;0;0;0;0
900552569.6;0.1699;1.1059;0.8471;-2.9962;0;0;0;0
900552569.7;0.1696;1.1045;0.8449;-2.9784;0;0;0;0
900552569.8;0.1697;1.105;0.8431;-2.9648;-3.1919;0;13.1859;13.5667
900552569.9;0.1696;1.1048;0.8417;-2.9526;0;0;0;0
900552570;0.1693;1.1033;0.8396;-2.9364;0;0;0;0
900552570.1;0.169;1.1018;0.8373;-2.9192;0;0;0;0
900552570.2;0.1688;1.1005;0.8352;-2.9041;2.4462;0;5.6191;6.1285
900552570.3;0.1684;1.0988;0.8325;-2.8838;0;0;0;0
900552570.4;0.1682;1.0973;0.83;-2.8656;7.7746;0;8.1199;11.2417
900552570.5;0.168;1.0963;0.8285;-2.8544;0;0;0;0
900552570.6;0.1679;1.0962;0.8269;-2.8421;0;0;0;0
900552570.7;0.168;1.0963;0.8247;-2.8262;0;0;0;0
900552570.8;0.1679;1.0958;0.8222;-2.8098;-4.8557;0;1.8441;5.1941
900552570.9;0.1676;1.0947;0.8201;-2.7956;-2.3553;0;1.0096;2.5626
900552571;0.1674;1.0936;0.818;-2.7804;0;0;0;0
900552571.1;0.1672;1.0924;0.8156;-2.7642;0;0;0;0
900552571.2;0.1668;1.0906;0.814;-2.7492;0;0;0;0
900552571.3;0.1664;1.0884;0.8133;-2.7337;0;0;0;0
900552571.4;0.166;1.0863;0.8119;-2.7154;0;0;0;0
900552571.5;0.1657;1.0846;0.8109;-2.7012;-7.8833;0;-8.8879;11.8803
900552571.6;0.1654;1.0831;0.8093;-2.6865;0;0;0;0
900552571.7;0.1651;1.0816;0.8072;-2.6688;-10.1281;0;4.5293;11.0947
900552571.8;0.1649;1.0805;0.8051;-2.6533;0;0;0;0
900552571.9;0.1646;1.0794;0.803;-2.6379;-15.0036;0;7.1906;16.6377
900552572;0.1644;1.0783;0.8009;-2.6224;0;0;0;0
900552572.1;0.1642;1.0773;0.7988;-2.607;0;0;0;0
900552572.2;0.1637;1.0745;0.7962;-2.5889;0;0;0;0
900552572.3;0.1633;1.0724;0.7936;-2.5704;0;0;0;0
900552572.4;0.163;1.071;0.7915;-2.5526;0;0;0;0
900552572.5;0.1628;1.0699;0.7902;-2.5398;0;0;0;0
900552572.6;0.1626;1.0688;0.7885;-2.525;0;0;0;0
900552572.7;0.1624;1.0678;0.7861;-2.5074;-0.8135;0;18.9613;18.9787
900552572.8;0.1622;1.0669;0.7837;-2.4909;-0.8629;0;19.659;19.6779
900552572.9;0.162;1.0662;0.7816;-2.4765;0;0;0;0
900552573;0.1619;1.0653;0.7796;-2.4608;0;0;0;0
900552573.1;0.1616;1.0641;0.7776;-2.4439;2.0709;0;3.4708;4.0416
900552573.2;0.1615;1.0632;0.7757;-2.4281;2.3908;0;1.3665;2.7537
900552573.3;0.1613;1.0624;0.7736;-2.4125;0;0;0;0
900552573.4;0.1612;1.0617;0.7709;-2.394;-0.8156;0;19.9535;19.9702
900552573.5;0.1611;1.0613;0.769;-2.3817;0;0;0;0
900552573.6;0.1609;1.0606;0.7673;-2.368;0;0;0;0
900552573.7;0.1608;1.0597;0.765;-2.3491;2.1005;0;3.1888;3.8184
900552573.8;0.1606;1.0589;0.7628;-2.3323;1.1679;0;8.9369;9.0129
900552573.9;0.1605;1.0584;0.7608;-2.3177;2.3817;0;1.9494;3.0778
900552574;0.1604;1.0579;0.7588;-2.3032;0;0;0;0
900552574.1;0.1603;1.0574;0.7565;-2.2865;0;0;0;0
900552574.2;0.1602;1.0569;0.7543;-2.2698;0;0;0;0
900552574.3;0.1601;1.0564;0.752;-2.2531;0;0;0;0
900552574.4;0.16;1.056;0.7495;-2.2355;-2.7388;0;-0.1051;2.7408
900552574.5;0.1599;1.0556;0.7479;-2.2229;0;0;0;0
900552574.6;0.1599;1.0555;0.7472;-2.2177;0;0;0;0
900552574.7;0.1599;1.0555;0.7472;-2.2177;0;0;0;0
900552574.8;0.1599;1.0555;0.7472;-2.2177;0;0;0;0
900552574.9;0.1599;1.0555;0.7472;-2.2177;0;0;0;0
900552575;0.1599;1.0555;0.7472;-2.2177;0;0;0;0
900552575.1;0.1599;1.0555;0.7472;-2.2177;0;0;0;0
900552575.2;0.1599;1.0555;0.7472;-2.2177;0;0;0;0
900552575.3;0.1599;1.0555;0.7472;-2.2177;0;0;0;0
900552575.4;0.1599;1.0555;0.7472;-2.2177;0;0;0;0
900552575.5;0.1599;1.0555;0.7472;-2.2177;0;0;0;0
900552575.6;0.1599;1.0555;0.7472;-2.2177;0;0;0;0
900552575.7;0.1599;1.0555;0.7472;-2.2177;0;0;0;0
900552575.8;0.1599;1.0555;0.7472;-2.2177;0;0;0;0
900552575.9;0.1599;1.0555;0.7472;-2.2177;0;0;0;0
900552576;0.1599;1.0555;0.7472;-2.2177;0;0;0;0
900552576.1;0.1599;1.0555;0.7472;-2.2177;0;0;0;0
900552576.2;0.1599;1.0551;0.7471;-2.2173;0;0;0;0
900552576.3;0.1598;1.0548;0.7471;-2.217;0;0;0;0
900552576.4;0.1598;1.0548;0.7471;-2.217;0;0;0;0
900552576.9;0.1598;1.0548;0.7471;-2.217;0;0;0;0
900552576.9;0.1598;1.0548;0.7471;-2.217;0;0;0;0
900552577;0.1597;1.0546;0.7469;-2.2168;0;0;0;0
900552577.1;0.1596;1.0536;0.7457;-2.2161;0;0;0;0
900552577.2;0.1594;1.0527;0.7435;-2.2155;0;0;0;0
900552577.3;0.1593;1.0524;0.7406;-2.2157;0;0;0;0
900552577.4;0.1593;1.0526;0.7377;-2.2163;3.4467;0;2.9053;4.5078
900552577.5;0.1594;1.0531;0.7349;-2.2183;4.7522;0;5.712;7.4304
900552577.6;0.1595;1.0535;0.7325;-2.2223;0;0;0;0
900552577.7;0.1596;1.054;0.73;-2.2252;0;0;0;0
900552577.8;0.1597;1.0544;0.7271;-2.2262;2.3448;0;0.8554;2.496
900552577.9;0.1597;1.0548;0.7243;-2.2271;1.1763;0;1.3451;1.7868
900552578;0.1598;1.0552;0.7214;-2.228;1.2385;0;2.3375;2.6453
900552578.1;0.1599;1.0556;0.7193;-2.2329;2.0806;0;2.0569;2.9257
900552578.2;0.1599;1.0557;0.7171;-2.2355;2.1521;0;2.11;3.0139
900552578.3;0.1599;1.0556;0.7144;-2.2359;0;0;0;0
900552578.4;0.16;1.0563;0.7116;-2.2371;3.1058;0;2.6111;4.0576
900552578.5;0.1601;1.0566;0.7089;-2.2379;2.1043;0;3.017;3.6784
900552578.6;0.1602;1.0571;0.7064;-2.24;3.5941;0;5.4583;6.5354
900552578.7;0.1602;1.0576;0.7045;-2.2439;0;0;0;0
900552578.8;0.1603;1.0577;0.7023;-2.2466;0;0;0;0
900552578.9;0.1602;1.0576;0.6995;-2.2471;1.6908;0;2.7888;3.2613
900552579;0.1603;1.0578;0.6968;-2.2478;6.153;0;5.0326;7.949
900552579.1;0.1604;1.0583;0.6942;-2.2488;2.8572;0;3.9309;4.8596
900552579.2;0.1604;1.0584;0.6924;-2.2534;0;0;0;0
900552579.3;0.1604;1.0585;0.6902;-2.2561;0;0;0;0
900552579.4;0.1604;1.0587;0.6875;-2.2568;4.9112;0;4.5829;6.7173
900552579.5;0.1605;1.0591;0.6849;-2.2578;1.8327;0;3.6638;4.0967
900552579.6;0.1605;1.0592;0.6825;-2.2595;0;0;0;0
900552579.7;0.1605;1.0593;0.6805;-2.2632;3.9792;0;4.062;5.6863
900552579.8;0.1606;1.0597;0.6782;-2.2651;1.5547;0;3.0307;3.4062
900552579.9;0.1606;1.0597;0.6757;-2.2657;0;0;0;0
900552580;0.1606;1.0598;0.6731;-2.2663;1.3774;0;3.185;3.4701
900552580.1;0.1606;1.0599;0.6706;-2.268;5.2139;0;4.7491;7.0526
900552580.2;0.1607;1.0604;0.6685;-2.2721;0.8146;0;1.1624;1.4194
900552580.3;0.1607;1.0604;0.6661;-2.2738;0;0;0;0
900552580.4;0.1607;1.0605;0.6636;-2.2744;2.2383;0;3.2902;3.9794
900552580.5;0.1607;1.0605;0.6611;-2.275;4.4099;0;5.8152;7.2982
900552580.6;0.1608;1.0609;0.6587;-2.277;0.6971;0;3.239;3.3132
900552580.7;0.1608;1.0612;0.6568;-2.2809;0;0;0;0
900552580.8;0.1608;1.0612;0.6544;-2.2826;0;0;0;0
900552580.9;0.1608;1.0609;0.6518;-2.2829;2.3006;0;1.7918;2.9161
900552581;0.1608;1.0609;0.6492;-2.2836;5.0863;0;5.3858;7.4079
900552581.1;0.1608;1.0613;0.6469;-2.2855;2.33;0;2.6904;3.5591
900552581.2;0.1609;1.0616;0.6449;-2.2895;0;0;0;0
900552581.3;0.1609;1.0616;0.6426;-2.2911;2.2653;0;4.4931;5.0319
900552581.4;0.1608;1.0612;0.64;-2.2914;0;0;0;0
900552581.5;0.1608;1.0613;0.6375;-2.2931;4.6307;0;4.7048;6.6014
900552581.6;0.1609;1.0616;0.6355;-2.2972;2.7547;0;3.6383;4.5635
900552581.7;0.1609;1.0619;0.6332;-2.2991;0.2509;0;1.9246;1.9409
900552581.8;0.161;1.0622;0.6309;-2.3011;0;0;0;0
900552581.9;0.1609;1.0621;0.6284;-2.3016;1.407;0;4.3101;4.534
900552582;0.1609;1.0617;0.6259;-2.3019;0;0;0;0
900552582.1;0.1608;1.0616;0.6233;-2.3025;5.0001;0;5.123;7.1587
900552582.2;0.1609;1.0621;0.6214;-2.3077;0.5221;0;2.4829;2.5372
900552582.3;0.161;1.0624;0.6191;-2.3107;0;0;0;0
900552582.4;0.161;1.0623;0.6167;-2.3113;0;0;0;0
900552582.5;0.1609;1.0622;0.6142;-2.3119;0;0;0;0
900552582.6;0.161;1.0625;0.6116;-2.3129;4.0785;0;4.1991;5.8538
900552582.7;0.1609;1.0623;0.6094;-2.3145;0;0;0;0
900552582.8;0.1609;1.0623;0.6073;-2.3182;0;0;0;0
900552582.9;0.161;1.0625;0.605;-2.3201;2.4167;0;1.5738;2.884
900552583;0.161;1.0624;0.6025;-2.3208;0;0;0;0
900552583.1;0.1609;1.0623;0.6;-2.3214;3.6331;0;4.0192;5.4179
900552583.2;0.1609;1.0625;0.5978;-2.3233;2.0753;0;2.9384;3.5974
900552583.3;0.1609;1.0624;0.5957;-2.327;0;0;0;0
900552583.4;0.1609;1.0623;0.5934;-2.3286;1.7448;0;0.9057;1.9659
900552583.5;0.1609;1.0622;0.5908;-2.3293;3.1281;0;3.8014;4.923
900552583.6;0.1609;1.0625;0.5882;-2.3303;3.3602;0;3.7559;5.0396
900552583.7;0.1609;1.0623;0.5859;-2.3319;0;0;0;0
900552583.8;0.1609;1.0622;0.5839;-2.3356;0;0;0;0
900552583.9;0.1609;1.0624;0.5816;-2.3376;3.4175;0;4.0332;5.2864
900552584;0.1609;1.0625;0.5792;-2.3385;0;0;0;0
900552584.1;0.1609;1.0624;0.5767;-2.3391;1.9882;0;4.2963;4.734
900552584.2;0.1608;1.0622;0.5742;-2.3397;1.8528;0;3.7564;4.1885
900552584.3;0.1607;1.0617;0.5723;-2.3441;0.8144;0;2.4996;2.6289
900552584.4;0.1608;1.0619;0.5702;-2.3471;0;0;0;0
900552584.5;0.1607;1.0617;0.5677;-2.3477;0;0;0;0
900552584.6;0.1607;1.0615;0.5651;-2.3484;2.6345;0;4.8268;5.499
900552584.7;0.1607;1.0618;0.5627;-2.3504;1.7785;0;2.3327;2.9334
900552584.8;0.1608;1.0619;0.5608;-2.3544;0;0;0;0
900552584.9;0.1607;1.0617;0.5586;-2.3559;0;0;0;0
900552585;0.1606;1.0611;0.5561;-2.3562;0;0;0;0
900552585.1;0.1605;1.0609;0.5536;-2.3568;3.5453;0;4.9696;6.1045
900552585.2;0.1606;1.061;0.551;-2.3579;3.6005;0;5.057;6.2078
900552585.3;0.1606;1.0612;0.5487;-2.3599;0;0;0;0
900552585.4;0.1605;1.061;0.5467;-2.3635;2.0106;0;3.3185;3.8801
900552585.5;0.1605;1.0607;0.5445;-2.3651;0;0;0;0
900552585.6;0.1604;1.0604;0.5421;-2.3656;0;0;0;0
900552585.7;0.1604;1.0605;0.5397;-2.3677;0;0;0;0
900552585.8;0.1604;1.0605;0.5375;-2.3716;0;0;0;0
900552585.9;0.1604;1.0602;0.5352;-2.3732;4.8902;0;6.2392;7.9272
900552586;0.1604;1.0602;0.5329;-2.3741;0;0;0;0
900552586.1;0.1603;1.0599;0.5305;-2.3746;0;0;0;0
900552586.2;0.1603;1.0597;0.5281;-2.3763;0;0;0;0
900552586.3;0.1602;1.0592;0.526;-2.3798;5.3135;0;4.1222;6.725
900552586.4;0.1602;1.0593;0.5237;-2.3818;2.0153;0;4.3636;4.8065
900552586.5;0.1602;1.0595;0.5215;-2.3828;0;0;0;0
900552586.6;0.1601;1.0592;0.519;-2.3835;0;0;0;0
900552586.7;0.1601;1.0589;0.5167;-2.3851;2.9677;0;4.7715;5.6191
900552586.8;0.16;1.0587;0.5146;-2.3889;1.3406;0;1.1616;1.7739
900552586.9;0.1599;1.0582;0.5122;-2.3903;4.8427;0;3.8069;6.1599
900552587;0.1599;1.0581;0.5099;-2.3912;3.427;0;4.6976;5.8148
900552587.1;0.16;1.0584;0.5076;-2.3923;0;0;0;0
900552587.2;0.1599;1.058;0.5051;-2.393;0;0;0;0
900552587.3;0.1598;1.0574;0.5027;-2.3944;2.4261;0;3.9099;4.6014
900552587.4;0.1597;1.0572;0.5007;-2.3981;4.1453;0;2.7339;4.9657
900552587.5;0.1596;1.0564;0.4998;-2.3987;0;0;0;0
900552587.6;0.1593;1.055;0.4997;-2.3974;0;0;0;0
900552587.7;0.1593;1.0551;0.4998;-2.3984;0;0;0;0
900552587.8;0.1593;1.0551;0.4998;-2.3984;0;0;0;0
900552588.6;0.1593;1.0551;0.4998;-2.3984;0;0;0;0
900552588.6;0.1593;1.0551;0.4998;-2.3984;0;0;0;0
900552588.7;0.1594;1.0555;0.4997;-2.3957;0;0;0;0
900552588.8;0.1599;1.0583;0.4998;-2.3922;0;0;0;0
900552588.9;0.161;1.0636;0.5008;-2.3949;0;0;0;0
900552589;0.1622;1.0701;0.5019;-2.3998;-1.3044;12.7239;3.5237;3.7574
900552589.1;0.1634;1.0761;0.5022;-2.4003;-6.3516;18.6804;-2.3755;6.7813
900552589.2;0.164;1.0812;0.5023;-2.3988;0;0;0;0
900552589.3;0.1628;1.0865;0.5031;-2.4013;0;0;0;0
900552589.4;0.1609;1.0923;0.504;-2.4041;-1.6911;1.6391;4.1921;4.5203
900552589.5;0.1602;1.0979;0.5042;-2.404;0.4594;4.3284;3.8396;3.867
900552589.6;0.1613;1.1035;0.5043;-2.403;0;1.2076;0;0
900552589.7;0.1622;1.1085;0.5045;-2.4036;-1.6055;-4.7087;4.5509;4.8258
900552589.8;0.1631;1.1132;0.5048;-2.4038;0.6649;6.3928;3.835;3.8922
900552589.9;0.1641;1.1181;0.5052;-2.4042;0;12.4416;0;0
900552590;0.165;1.1231;0.5054;-2.4048;-1.5928;12.1215;5.5548;5.7787
900552590.1;0.1659;1.1281;0.5054;-2.4043;0;17.7472;0;0
900552590.2;0.1669;1.1331;0.5057;-2.4048;-1.568;22.977;5.2751;5.5032
900552590.3;0.1656;1.1381;0.506;-2.406;0.3819;7.2545;5.8047;5.8172
900552590.4;0.1634;1.1435;0.5061;-2.4055;-1.2376;-0.1819;5.2777;5.4209
900552590.5;0.1625;1.1484;0.506;-2.4047;-1.0851;5.0353;2.94;3.1339
900552590.6;0.1633;1.1531;0.506;-2.4049;0.3431;1.8284;3.6229;3.6391
900552590.7;0.1642;1.158;0.5059;-2.4045;0;-4.3628;0;0
900552590.8;0.1651;1.1627;0.5061;-2.4057;-0.7797;1.4613;4.7989;4.8619
900552590.9;0.1659;1.1673;0.5062;-2.4058;-1.0355;6.1283;4.4166;4.5363
900552591;0.1668;1.1723;0.5059;-2.4044;-1.8269;11.7784;0.9939;2.0797
900552591.1;0.1677;1.1769;0.5058;-2.4046;0;11.5416;0;0
900552591.2;0.1686;1.1819;0.5058;-2.4051;-1.3193;16.8192;3.7612;3.9859
900552591.3;0.1694;1.1865;0.5058;-2.4053;-1.306;22.1454;4.3132;4.5066
900552591.4;0.1702;1.1908;0.5056;-2.4042;0;27.1985;0;0
900552591.5;0.1683;1.1962;0.5054;-2.4048;0;2.3176;0;0
900552591.6;0.1655;1.2017;0.5054;-2.4064;0;1.3819;0;0
